zip,sic,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,year
10011,------,3869,2213,654,447,323,130,74,20,4,4,2011
10012,------,2935,1643,510,388,264,84,37,7,1,1,2011
10013,------,5229,3274,842,539,369,112,58,20,7,8,2011
10014,------,2299,1391,334,249,194,60,51,10,10,0,2011
10016,------,5772,3210,999,724,513,187,103,25,6,5,2011
10017,------,5052,2475,931,649,563,193,153,57,18,13,2011
10018,------,6449,3496,1148,806,604,204,135,29,20,7,2011
10019,------,4854,2530,802,553,506,223,139,56,26,19,2011
10020,------,733,352,113,82,81,45,32,16,9,3,2011
10021,------,3622,2213,637,414,230,61,42,10,7,8,2011
10022,------,6529,3478,1139,824,611,253,145,49,21,9,2011
10023,------,2265,1421,311,235,174,65,35,14,5,5,2011
10024,------,1961,1266,306,192,138,40,13,3,1,2,2011
10025,------,2040,1315,314,234,119,44,7,3,3,1,2011
10026,------,421,295,55,35,27,6,3,0,0,0,2011
10027,------,966,550,140,112,110,33,12,3,3,3,2011
10028,------,1959,1172,325,290,120,28,18,3,1,2,2011
10029,------,1009,671,136,94,71,25,5,3,0,4,2011
10030,------,252,169,35,27,11,6,4,0,0,0,2011
10031,------,670,513,64,56,28,4,4,0,1,0,2011
10032,------,764,556,111,53,25,10,6,1,1,1,2011
10033,------,1002,734,133,66,51,10,7,0,1,0,2011
10034,------,588,441,91,23,26,2,4,1,0,0,2011
10035,------,608,359,89,59,55,25,12,5,2,2,2011
10036,------,6043,3561,901,600,508,219,171,45,20,18,2011
10037,------,214,143,37,14,14,2,2,1,0,1,2011
10038,------,1991,1135,341,232,167,58,29,14,11,4,2011
10039,------,189,128,26,21,10,3,1,0,0,0,2011
10040,------,538,427,65,26,13,3,3,0,0,1,2011
10044,------,105,71,14,7,9,1,2,0,0,1,2011
10065,------,1242,694,244,168,93,30,8,4,0,1,2011
10069,------,84,59,9,4,11,1,0,0,0,0,2011
10075,------,703,452,117,82,42,6,4,0,0,0,2011
10103,------,88,46,7,14,8,5,3,3,2,0,2011
10107,------,216,158,19,28,6,1,4,0,0,0,2011
10111,------,163,92,24,18,17,5,4,2,1,0,2011
10115,------,65,23,16,10,7,5,3,1,0,0,2011
10119,------,303,144,41,37,47,20,8,3,3,0,2011
10122,------,143,85,17,22,15,2,1,1,0,0,2011
10123,------,214,137,43,19,11,3,1,0,0,0,2011
10128,------,1699,1120,261,181,91,24,14,5,2,1,2011
10129,------,2,0,1,0,1,0,0,0,0,0,2011
10153,------,120,52,15,15,21,6,5,3,0,3,2011
10162,------,15,12,1,0,1,0,1,0,0,0,2011
10177,------,50,24,11,6,3,2,3,1,0,0,2011
10280,------,185,129,22,13,18,2,1,0,0,0,2011
10281,------,161,60,17,21,25,12,13,6,5,2,2011
10282,------,176,117,29,12,10,4,2,2,0,0,2011
10301,------,671,443,100,66,40,12,5,3,1,1,2011
10302,------,406,252,65,51,25,5,5,3,0,0,2011
10303,------,411,236,61,51,34,16,10,2,1,0,2011
10304,------,645,438,107,57,31,5,4,2,1,0,2011
10305,------,835,557,132,66,49,23,4,2,1,1,2011
10306,------,1079,696,173,126,61,12,6,2,2,1,2011
10307,------,264,199,35,14,11,4,1,0,0,0,2011
10308,------,406,296,63,29,13,5,0,0,0,0,2011
10309,------,699,449,108,75,44,10,8,3,1,1,2011
10310,------,470,295,78,49,35,6,3,3,0,1,2011
10312,------,860,604,127,78,35,12,4,0,0,0,2011
10314,------,1807,1076,288,237,140,40,18,7,1,0,2011
10451,------,827,490,120,87,73,30,17,6,2,2,2011
10452,------,708,508,83,62,36,14,3,1,1,0,2011
10453,------,637,456,74,61,34,9,1,2,0,0,2011
10454,------,555,309,101,60,60,13,11,0,1,0,2011
10455,------,660,409,97,74,50,14,12,4,0,0,2011
10456,------,590,417,69,45,39,12,3,3,1,1,2011
10457,------,774,535,91,68,62,10,5,1,0,2,2011
10458,------,1028,694,128,101,73,21,7,1,2,1,2011
10459,------,557,389,77,38,41,7,5,0,0,0,2011
10460,------,516,342,69,45,35,10,12,1,1,1,2011
10461,------,1205,756,193,137,78,16,12,5,7,1,2011
10462,------,1028,694,146,94,64,20,6,1,0,3,2011
10463,------,1038,730,144,87,50,13,6,6,2,0,2011
10464,------,139,88,28,10,8,3,2,0,0,0,2011
10465,------,490,318,76,47,22,16,6,4,0,1,2011
10466,------,603,415,69,69,32,8,7,2,1,0,2011
10467,------,1047,755,136,68,60,13,7,4,1,3,2011
10468,------,791,572,90,60,49,13,4,1,1,1,2011
10469,------,629,404,97,66,38,9,10,4,1,0,2011
10470,------,283,200,37,22,15,6,2,1,0,0,2011
10471,------,416,285,55,25,26,13,5,4,1,2,2011
10472,------,517,393,54,38,20,6,5,0,0,1,2011
10473,------,342,203,56,28,31,10,13,1,0,0,2011
10474,------,653,284,118,107,91,29,18,6,0,0,2011
10475,------,360,178,63,55,38,15,5,3,1,2,2011
11001,------,714,483,110,70,37,9,3,2,0,0,2011
11004,------,222,160,28,20,9,4,0,0,0,1,2011
11005,------,32,20,6,2,2,1,1,0,0,0,2011
11040,------,1488,905,254,174,104,32,13,3,1,2,2011
11096,------,307,189,58,32,14,6,5,3,0,0,2011
11101,------,2787,1324,496,393,343,132,70,19,7,3,2011
11102,------,676,475,96,57,31,11,3,2,0,1,2011
11103,------,1116,774,178,89,58,11,4,0,1,1,2011
11104,------,537,407,58,41,21,0,7,1,1,1,2011
11105,------,924,640,133,77,50,10,11,1,2,0,2011
11106,------,1036,686,169,79,74,20,6,1,0,1,2011
11109,------,34,25,2,6,1,0,0,0,0,0,2011
11201,------,2690,1562,436,308,224,86,42,16,7,9,2011
11203,------,809,557,106,72,46,14,5,2,3,4,2011
11204,------,1960,1498,243,136,53,19,6,5,0,0,2011
11205,------,1020,627,190,105,65,20,8,4,0,1,2011
11206,------,1094,704,168,101,84,19,11,1,2,4,2011
11207,------,940,614,121,72,82,27,16,7,1,0,2011
11208,------,791,531,106,74,50,17,9,1,2,1,2011
11209,------,1895,1343,297,138,93,14,5,1,3,1,2011
11210,------,1030,668,169,109,64,12,3,3,1,1,2011
11211,------,2803,1834,458,278,148,48,20,9,4,4,2011
11212,------,713,493,93,70,45,7,2,0,2,1,2011
11213,------,674,468,95,64,38,5,2,1,0,1,2011
11214,------,1724,1301,223,107,59,16,12,4,2,0,2011
11215,------,2008,1370,296,182,110,35,10,3,0,2,2011
11216,------,633,449,93,40,37,10,4,0,0,0,2011
11217,------,1163,731,188,118,76,27,15,5,1,2,2011
11218,------,1523,1113,200,118,67,15,7,1,2,0,2011
11219,------,2647,1930,356,206,106,28,12,5,3,1,2011
11220,------,2307,1617,338,187,118,23,15,7,1,1,2011
11221,------,566,393,82,48,37,0,4,1,1,0,2011
11222,------,1426,892,229,150,110,29,12,1,3,0,2011
11223,------,1993,1543,232,125,64,15,7,2,2,3,2011
11224,------,688,488,100,51,34,8,3,2,2,0,2011
11225,------,597,462,67,38,21,3,5,1,0,0,2011
11226,------,1169,859,146,74,64,14,9,1,2,0,2011
11228,------,836,625,100,77,27,4,2,0,1,0,2011
11229,------,1948,1428,266,148,74,13,13,3,2,1,2011
11230,------,2062,1505,299,145,63,21,12,12,3,2,2011
11231,------,1027,657,153,121,68,18,8,2,0,0,2011
11232,------,1186,682,196,153,101,29,18,6,1,0,2011
11233,------,394,304,31,27,18,7,5,1,1,0,2011
11234,------,1736,1139,279,173,94,31,17,0,2,1,2011
11235,------,2437,1860,310,157,74,18,9,6,2,1,2011
11236,------,1007,644,161,96,66,24,10,3,3,0,2011
11237,------,895,557,153,89,65,20,9,1,0,1,2011
11238,------,858,626,111,65,39,9,4,3,0,1,2011
11239,------,78,36,9,10,9,5,5,4,0,0,2011
11241,------,72,52,7,5,4,3,1,0,0,0,2011
11242,------,120,89,17,6,6,1,1,0,0,0,2011
11249,------,114,99,10,4,1,0,0,0,0,0,2011
11354,------,2875,2110,403,198,95,39,14,12,3,1,2011
11355,------,1877,1446,223,122,68,10,4,1,1,2,2011
11356,------,710,477,71,76,53,18,11,4,0,0,2011
11357,------,943,686,126,62,45,18,5,0,1,0,2011
11358,------,1205,963,125,84,22,7,3,1,0,0,2011
11360,------,361,247,42,35,29,6,1,0,1,0,2011
11361,------,1012,729,143,69,54,11,3,1,1,1,2011
11362,------,451,318,59,41,23,3,5,2,0,0,2011
11363,------,162,127,14,10,9,2,0,0,0,0,2011
11364,------,585,458,64,37,21,3,2,0,0,0,2011
11365,------,677,468,89,55,38,17,8,1,1,0,2011
11366,------,432,319,54,36,17,4,2,0,0,0,2011
11367,------,607,440,87,44,22,8,3,2,1,0,2011
11368,------,1282,946,150,87,62,20,15,2,0,0,2011
11369,------,289,203,30,24,13,9,7,2,1,0,2011
11370,------,301,210,38,24,16,3,7,1,1,1,2011
11371,------,91,26,15,10,18,8,6,6,0,2,2011
11372,------,1647,1253,221,110,50,9,2,2,0,0,2011
11373,------,1523,1033,239,133,71,32,9,2,3,1,2011
11374,------,1108,797,147,73,53,21,11,1,4,1,2011
11375,------,2102,1471,295,200,93,25,12,3,1,2,2011
11377,------,1540,1038,225,122,110,27,11,5,0,2,2011
11378,------,1114,647,179,120,97,40,22,7,1,1,2011
11379,------,555,402,76,32,29,11,4,1,0,0,2011
11385,------,1777,1224,260,149,100,28,13,3,0,0,2011
11411,------,138,95,23,8,6,4,2,0,0,0,2011
11412,------,242,172,25,33,9,1,2,0,0,0,2011
11413,------,435,260,66,57,34,9,8,0,1,0,2011
11414,------,438,287,61,49,33,5,3,0,0,0,2011
11415,------,417,296,60,32,16,7,4,1,1,0,2011
11416,------,404,274,43,37,29,12,4,4,0,1,2011
11417,------,391,289,39,35,22,3,1,1,1,0,2011
11418,------,708,507,76,54,42,16,9,2,0,2,2011
11419,------,674,537,62,49,23,2,1,0,0,0,2011
11420,------,392,301,44,27,16,2,2,0,0,0,2011
11421,------,473,374,54,26,15,3,0,1,0,0,2011
11422,------,310,197,57,34,14,5,3,0,0,0,2011
11423,------,355,242,63,30,11,4,4,1,0,0,2011
11426,------,256,195,35,14,9,1,0,2,0,0,2011
11427,------,248,186,26,16,10,7,2,0,0,1,2011
11428,------,296,206,34,36,16,4,0,0,0,0,2011
11429,------,224,154,26,16,19,4,5,0,0,0,2011
11430,------,332,86,83,47,47,24,21,13,6,5,2011
11432,------,1221,813,180,112,73,19,13,7,2,2,2011
11433,------,308,191,46,29,25,7,7,3,0,0,2011
11434,------,944,531,203,103,79,12,10,6,0,0,2011
11435,------,832,585,126,65,36,10,9,0,1,0,2011
11436,------,101,65,10,9,12,3,2,0,0,0,2011
11691,------,486,310,63,50,32,9,15,4,2,1,2011
11692,------,90,55,13,8,8,1,4,1,0,0,2011
11693,------,131,86,19,10,11,3,1,1,0,0,2011
11694,------,326,226,50,29,14,2,4,1,0,0,2011
11697,------,46,33,6,5,1,1,0,0,0,0,2011
10001,------,7235,4145,1266,827,569,215,133,46,21,13,2012
10002,------,2954,2061,433,265,137,38,18,1,0,1,2012
10003,------,4214,2513,663,444,349,131,83,12,12,7,2012
10004,------,1442,668,228,221,172,75,41,19,8,10,2012
10005,------,1273,637,206,150,131,82,41,16,6,4,2012
10006,------,850,398,155,117,103,46,19,5,6,1,2012
10007,------,1400,799,236,169,111,43,23,11,5,3,2012
10009,------,1176,802,175,112,73,5,5,3,0,1,2012
10010,------,3068,1661,540,361,282,125,68,18,6,7,2012
10011,------,3841,2223,606,430,353,112,83,25,5,4,2012
10012,------,2951,1643,480,398,292,80,47,7,2,2,2012
10013,------,5374,3283,920,563,397,115,65,17,8,6,2012
10014,------,2506,1369,369,284,318,97,48,15,6,0,2012
10016,------,5933,3252,1030,750,551,210,99,27,9,5,2012
10017,------,5034,2496,895,661,543,201,146,57,23,12,2012
10018,------,6691,3489,1248,860,655,222,149,35,23,10,2012
10019,------,4833,2488,788,569,525,213,158,58,16,18,2012
10020,------,744,369,107,72,90,43,32,16,12,3,2012
10021,------,3269,1959,600,382,216,52,38,8,6,8,2012
10022,------,6421,3376,1132,816,617,248,155,45,23,9,2012
10023,------,2280,1425,312,235,188,64,31,14,7,4,2012
10024,------,1966,1278,281,208,139,41,12,4,1,2,2012
10025,------,2052,1346,307,213,131,36,12,4,2,1,2012
10026,------,455,320,69,31,29,4,2,0,0,0,2012
10027,------,965,552,142,106,113,27,17,2,3,3,2012
10028,------,1908,1149,308,274,125,36,10,3,1,2,2012
10029,------,1035,668,160,99,69,26,7,2,0,4,2012
10030,------,269,193,25,24,17,5,5,0,0,0,2012
10031,------,687,523,77,44,31,7,4,0,1,0,2012
10032,------,803,592,114,50,32,9,3,0,2,1,2012
10033,------,1012,739,131,80,43,11,7,0,1,0,2012
10034,------,600,446,96,28,23,1,4,1,1,0,2012
10035,------,615,362,91,64,55,27,11,4,0,1,2012
10036,------,6118,3608,895,610,523,232,163,49,20,18,2012
10037,------,209,144,37,13,9,2,2,1,0,1,2012
10038,------,1935,1098,330,233,149,64,31,17,8,5,2012
10039,------,195,131,24,25,10,4,1,0,0,0,2012
10040,------,566,448,74,25,11,3,4,0,0,1,2012
10044,------,100,64,11,9,10,3,2,0,0,1,2012
10065,------,1393,795,281,158,114,28,14,2,0,1,2012
10069,------,89,66,8,6,9,0,0,0,0,0,2012
10075,------,824,513,150,101,47,6,5,2,0,0,2012
10103,------,88,36,12,15,11,8,2,1,3,0,2012
10107,------,255,199,17,24,10,0,4,1,0,0,2012
10111,------,155,83,26,18,17,5,2,2,2,0,2012
10115,------,68,25,15,10,8,5,4,1,0,0,2012
10119,------,295,137,48,33,42,21,7,4,3,0,2012
10122,------,136,86,23,12,13,0,2,0,0,0,2012
10123,------,196,113,44,23,10,4,2,0,0,0,2012
10128,------,1660,1091,268,169,88,20,18,4,2,0,2012
10129,------,4,1,2,0,0,1,0,0,0,0,2012
10153,------,120,47,15,14,24,9,6,2,1,2,2012
10162,------,21,17,1,1,1,0,1,0,0,0,2012
10177,------,58,32,7,4,9,2,3,1,0,0,2012
10280,------,168,113,23,17,11,3,1,0,0,0,2012
10281,------,128,36,14,15,22,19,9,6,6,1,2012
10282,------,160,96,30,12,11,5,3,3,0,0,2012
10301,------,675,449,92,70,44,10,5,4,0,1,2012
10302,------,415,257,70,46,26,7,7,2,0,0,2012
10303,------,389,228,68,45,23,14,10,0,1,0,2012
10304,------,639,426,120,54,26,6,4,3,0,0,2012
10305,------,845,544,149,72,54,18,4,2,1,1,2012
10306,------,1106,718,181,120,72,8,2,2,2,1,2012
10307,------,270,199,36,20,11,2,2,0,0,0,2012
10308,------,417,295,67,31,18,6,0,0,0,0,2012
10309,------,746,471,134,73,41,12,10,4,0,1,2012
10310,------,495,308,80,56,38,6,3,3,0,1,2012
10312,------,864,619,128,66,33,13,5,0,0,0,2012
10314,------,1818,1073,313,216,146,38,22,8,2,0,2012
10451,------,830,495,125,86,70,26,21,4,2,1,2012
10452,------,719,528,84,49,41,12,3,2,0,0,2012
10453,------,673,490,75,58,38,8,3,1,0,0,2012
10454,------,605,341,103,70,57,24,8,1,1,0,2012
10455,------,690,424,105,75,53,14,16,2,0,1,2012
10456,------,612,438,72,43,39,12,3,3,1,1,2012
10457,------,774,534,97,59,63,13,5,1,0,2,2012
10458,------,1033,673,142,102,85,17,9,0,3,2,2012
10459,------,567,391,77,52,36,7,3,1,0,0,2012
10460,------,536,363,77,37,34,14,9,2,0,0,2012
10461,------,1230,796,178,137,78,20,12,2,6,1,2012
10462,------,1034,697,141,96,63,21,10,3,0,3,2012
10463,------,1059,724,158,95,54,15,8,3,2,0,2012
10464,------,141,92,23,10,11,3,2,0,0,0,2012
10465,------,504,323,87,45,23,18,3,4,0,1,2012
10466,------,599,405,72,68,30,12,9,2,1,0,2012
10467,------,1058,759,134,80,58,12,7,4,1,3,2012
10468,------,822,598,96,57,50,12,6,1,1,1,2012
10469,------,652,425,98,63,40,12,9,4,1,0,2012
10470,------,291,208,36,27,11,5,3,1,0,0,2012
10471,------,424,299,48,30,26,10,4,4,1,2,2012
10472,------,543,424,48,33,24,10,4,0,0,0,2012
10473,------,359,220,50,36,30,9,13,1,0,0,2012
10474,------,644,278,107,116,93,24,19,7,0,0,2012
10475,------,365,178,61,53,44,16,7,2,2,2,2012
11001,------,714,487,102,76,36,8,4,1,0,0,2012
11004,------,241,184,28,12,12,4,0,0,0,1,2012
11005,------,31,20,3,5,2,0,1,0,0,0,2012
11040,------,1510,909,249,175,120,35,18,1,1,2,2012
11096,------,323,201,61,28,15,10,5,3,0,0,2012
11101,------,2866,1368,515,386,357,138,71,18,8,5,2012
11102,------,691,497,82,63,33,9,3,2,0,2,2012
11103,------,1136,786,181,101,56,9,2,1,0,0,2012
11104,------,569,424,69,42,20,8,3,1,1,1,2012
11105,------,958,675,122,85,50,15,7,2,2,0,2012
11106,------,1066,714,163,92,68,19,6,3,1,0,2012
11109,------,45,33,3,5,4,0,0,0,0,0,2012
11201,------,2847,1656,463,333,233,88,41,18,8,7,2012
11203,------,846,579,112,86,38,17,4,2,4,4,2012
11204,------,2024,1551,262,120,53,29,5,4,0,0,2012
11205,------,1095,650,213,124,75,18,10,3,1,1,2012
11206,------,1150,728,193,102,91,20,9,2,2,3,2012
11207,------,978,649,116,90,73,25,19,6,0,0,2012
11208,------,828,561,115,70,52,17,8,3,1,1,2012
11209,------,1955,1379,308,143,98,21,2,1,1,2,2012
11210,------,1006,682,136,98,66,12,8,3,0,1,2012
11211,------,2710,1784,456,252,143,40,19,9,4,3,2012
11212,------,721,500,92,71,41,10,4,0,2,1,2012
11213,------,726,518,83,77,42,2,2,1,0,1,2012
11214,------,1789,1359,229,107,58,17,13,4,2,0,2012
11215,------,2068,1394,314,199,113,33,10,3,0,2,2012
11216,------,675,496,87,42,32,13,5,0,0,0,2012
11217,------,1243,791,194,126,80,36,8,5,2,1,2012
11218,------,1605,1177,199,126,76,15,9,1,1,1,2012
11219,------,2696,1931,382,207,121,26,14,9,4,2,2012
11220,------,2393,1660,358,205,117,28,17,6,1,1,2012
11221,------,572,404,73,49,38,2,4,1,1,0,2012
11222,------,1506,939,245,163,122,25,8,1,2,1,2012
11223,------,2042,1560,251,125,74,18,8,4,1,1,2012
11224,------,685,500,84,58,28,6,5,2,2,0,2012
11225,------,623,479,69,39,28,4,3,1,0,0,2012
11226,------,1229,906,168,68,57,18,9,2,1,0,2012
11228,------,847,624,112,73,29,7,2,0,0,0,2012
11229,------,1975,1463,270,140,75,10,11,3,3,0,2012
11230,------,1999,1469,273,126,77,26,13,8,4,3,2012
11231,------,1093,689,173,129,68,22,9,3,0,0,2012
11232,------,1263,730,225,159,89,37,17,5,1,0,2012
11233,------,429,319,46,28,24,5,5,1,1,0,2012
11234,------,1793,1183,292,163,104,32,14,0,3,2,2012
11235,------,2478,1904,316,146,74,20,10,6,1,1,2012
11236,------,997,633,156,99,75,21,9,1,3,0,2012
11237,------,942,597,139,96,80,19,10,0,0,1,2012
11238,------,938,662,140,78,46,5,3,3,0,1,2012
11239,------,74,31,8,10,11,7,4,1,2,0,2012
11241,------,70,51,8,3,3,4,1,0,0,0,2012
11242,------,130,97,19,6,6,1,1,0,0,0,2012
11249,------,361,228,46,43,29,9,4,1,1,0,2012
11354,------,3068,2239,445,212,105,37,13,12,4,1,2012
11355,------,1966,1525,242,114,63,13,4,1,2,2,2012
11356,------,743,494,96,66,48,24,10,5,0,0,2012
11357,------,917,648,133,71,46,11,7,1,0,0,2012
11358,------,1217,971,136,64,34,9,3,0,0,0,2012
11360,------,355,237,48,35,26,6,2,0,1,0,2012
11361,------,1016,733,139,71,55,12,3,1,1,1,2012
11362,------,477,350,55,33,29,3,6,1,0,0,2012
11363,------,178,142,14,13,8,1,0,0,0,0,2012
11364,------,578,445,71,34,23,3,2,0,0,0,2012
11365,------,679,484,86,43,43,12,9,1,1,0,2012
11366,------,453,335,59,36,17,3,2,1,0,0,2012
11367,------,622,460,82,42,24,9,2,2,1,0,2012
11368,------,1322,972,168,86,65,16,14,1,0,0,2012
11369,------,304,217,33,17,19,8,8,1,1,0,2012
11370,------,298,212,34,23,16,6,5,0,1,1,2012
11371,------,92,30,11,8,17,9,10,3,2,2,2012
11372,------,1724,1300,235,111,61,13,2,2,0,0,2012
11373,------,1554,1054,247,131,85,22,8,2,4,1,2012
11374,------,1081,780,132,74,59,15,16,0,4,1,2012
11375,------,2078,1459,310,174,92,21,12,5,2,3,2012
11377,------,1595,1078,239,123,110,29,11,3,0,2,2012
11378,------,1164,697,187,113,99,35,27,4,1,1,2012
11379,------,597,425,85,42,28,13,4,0,0,0,2012
11385,------,1829,1254,273,152,102,30,16,2,0,0,2012
11411,------,135,89,22,10,8,4,1,1,0,0,2012
11412,------,243,172,26,29,12,2,2,0,0,0,2012
11413,------,461,274,76,54,43,6,7,0,1,0,2012
11414,------,434,282,70,46,29,4,2,1,0,0,2012
11415,------,425,311,54,33,11,9,6,0,1,0,2012
11416,------,404,267,52,38,29,10,3,3,1,1,2012
11417,------,393,290,40,38,17,4,1,0,3,0,2012
11418,------,733,520,82,55,43,13,14,3,0,3,2012
11419,------,703,548,84,40,24,6,0,1,0,0,2012
11420,------,426,328,47,29,15,4,1,1,0,1,2012
11421,------,504,407,50,28,17,2,0,0,0,0,2012
11422,------,294,180,49,39,19,4,3,0,0,0,2012
11423,------,352,237,64,29,9,6,6,1,0,0,2012
11426,------,266,211,32,8,10,3,0,2,0,0,2012
11427,------,245,180,26,16,12,9,1,0,1,0,2012
11428,------,305,205,37,37,19,7,0,0,0,0,2012
11429,------,225,146,31,17,22,5,4,0,0,0,2012
11430,------,314,83,62,55,45,25,21,12,6,5,2012
11432,------,1269,861,171,122,70,23,12,7,2,1,2012
11433,------,307,188,44,32,26,9,7,1,0,0,2012
11434,------,962,553,201,99,77,16,9,6,1,0,2012
11435,------,847,609,105,75,37,10,7,3,1,0,2012
11436,------,95,59,10,12,10,3,1,0,0,0,2012
11691,------,488,308,66,49,33,10,16,3,2,1,2012
11692,------,95,61,16,7,6,1,3,1,0,0,2012
11693,------,129,85,18,10,13,1,2,0,0,0,2012
11694,------,326,234,42,30,13,1,6,0,0,0,2012
11697,------,49,34,8,5,1,0,1,0,0,0,2012
